Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
44.0,Female,Single,IT,Manager,2.0,16893.0,98,25.0,10,1,3.0,,2,71,0.0,8.0,42,4,2,3,4,13.0,3,0
41.0,Female,Married,Marketing,Assistant,4.0,11419.0,25,2.0,13,9,2.0,1.0,3,46,0.0,7.0,49,8,4,2,1,38.0,4,0
49.0,,Single,,Manager,3.0,,79,27.0,8,3,2.0,3.0,1,36,0.0,5.0,57,10,1,4,4,10.0,3,1
39.0,Female,Single,Finance,Assistant,5.0,,99,2.0,11,4,4.0,5.0,2,53,0.0,1.0,50,14,4,4,3,14.0,2,0
40.0,,Single,Marketing,Manager,2.0,12441.0,31,22.0,1,4,4.0,1.0,3,34,,9.0,59,3,1,1,3,11.0,4,0
51.0,Male,Married,Marketing,Executive,2.0,19827.0,42,14.0,11,6,1.0,4.0,2,62,1.0,3.0,38,2,1,3,3,5.0,1,0
40.31063677,Female,Single,Sales,Assistant,2.0,11806.0,96,9.0,4,9,,3.0,3,6,1.0,7.0,38,17,3,3,2,29.0,1,0
54.33344917,Male,Single,Finance,Manager,4.0,18222.0,88,,9,1,1.0,4.0,4,3,1.0,5.0,43,9,4,4,4,15.0,1,1
51.0,Male,Single,HR,Executive,3.0,8932.0,23,7.0,4,2,4.0,1.0,1,33,1.0,2.453768084,31,8,4,3,4,8.0,3,1
49.0,Female,Divorced,IT,Assistant,2.0,14724.0,48,22.0,5,1,4.0,2.0,3,38,0.0,7.0,36,17,4,2,4,44.0,4,1
58.0,Male,Married,Finance,Executive,2.0,12127.0,34,,14,6,1.0,5.0,2,85,1.0,7.0,35,1,4,3,3,10.0,4,0
31.0,,Divorced,Marketing,Executive,4.0,12936.0,17,24.0,13,6,4.0,3.0,4,32,1.0,9.0,34,7,2,1,4,13.0,2,0
37.0,Male,Married,HR,Executive,5.0,15669.0,15,12.0,9,8,2.0,1.0,1,74,,3.0,43,1,3,1,4,9.0,3,0
40.0,Female,Married,Sales,Assistant,5.0,,74,18.39223742,8,3,2.0,1.0,4,8,0.0,3.0,58,10,3,2,2,46.0,2,0
32.0,Male,Divorced,Sales,Assistant,3.0,11713.0,64,28.0,1,3,3.0,3.0,3,14,0.0,6.0,33,11,3,3,4,17.0,1,0
40.0,Male,Married,HR,Analyst,5.0,,22,19.0,3,5,1.0,3.0,3,91,1.0,7.0,41,9,4,1,1,35.0,4,0
27.0,Male,Married,HR,Analyst,2.0,4876.0,32,16.0,4,2,3.0,4.0,3,29,1.0,3.0,44,0,1,3,1,15.0,1,0
,Female,Divorced,Marketing,Analyst,4.0,7032.0,44,12.0,3,2,,3.0,1,43,1.0,7.0,51,16,3,1,4,2.0,1,1
26.0,Male,Single,Marketing,Analyst,2.0,,36,6.0,9,8,4.0,3.0,3,22,1.0,4.0,39,13,3,3,2,14.0,2,0
42.0,Female,Married,IT,Assistant,2.0,3546.0,95,1.0,6,6,3.0,1.0,4,67,1.0,3.0,47,3,4,3,4,49.0,4,0
51.0,Male,Divorced,IT,Analyst,3.0,13745.0,23,12.0,3,8,2.0,4.0,3,77,1.0,6.0,33,19,4,2,3,7.0,3,0
,Female,Married,,Manager,5.0,5069.0,36,24.0,8,1,2.0,4.0,1,82,,4.0,30,19,1,2,1,1.0,1,0
41.0,Female,Divorced,HR,Analyst,5.0,19066.0,24,11.0,9,3,3.0,5.0,3,87,1.0,4.0,45,4,1,3,3,27.0,4,1
41.0,,Single,Sales,Manager,5.0,18971.0,81,,10,7,4.0,5.0,4,56,1.0,9.0,45,7,4,2,1,49.0,2,0
44.0,Male,Married,Marketing,Manager,2.0,3016.0,95,9.0,4,8,1.0,5.0,4,44,1.0,3.0,35,15,1,4,3,11.0,3,0
41.6124758,Male,Single,Finance,Executive,4.0,5809.0,23,2.0,13,2,3.0,5.0,2,99,1.0,1.0,38,14,3,2,2,19.0,2,0
47.0,Male,Single,Marketing,Executive,4.0,,61,,5,7,4.0,4.0,4,70,0.0,5.0,50,12,1,3,4,24.0,2,1
48.0,Female,Divorced,,Executive,2.0,,54,,3,7,1.0,1.0,1,17,0.0,1.0,54,13,2,2,2,29.0,3,0
37.0,Male,Married,HR,Assistant,2.0,8592.0,33,8.0,5,7,2.0,5.0,4,48,1.0,8.0,42,13,4,4,4,23.0,4,0
48.0,Male,Married,IT,Assistant,2.0,,59,1.0,2,8,1.0,2.0,1,46,1.0,1.0,51,7,2,3,1,36.0,1,1
40.54288152,Male,Married,IT,Assistant,1.0,17648.0,97,28.0,11,0,2.0,1.0,3,4,1.0,9.0,40,18,4,3,2,,3,0
34.0,,Divorced,Finance,Analyst,2.0,,47,12.59248694,13,8,1.0,1.0,3,99,1.0,4.0,53,17,1,4,1,44.0,3,1
46.0,Female,Married,,Assistant,5.0,11735.0,78,4.0,5,7,1.0,1.0,1,61,1.0,6.0,33,12,4,3,3,3.0,2,0
50.0,Male,Single,Sales,Assistant,3.0,18171.0,40,,7,9,1.0,2.0,4,83,0.0,1.0,47,14,2,3,2,1.0,2,0
34.0,Female,Single,Finance,Executive,4.0,10707.0,48,12.0,1,7,2.0,5.0,1,6,0.0,2.0,36,16,2,3,3,3.0,2,0
,Male,Married,IT,Executive,1.0,,77,14.0,3,7,1.0,5.0,4,73,1.0,2.0,56,15,1,2,2,13.0,3,0
43.0,Male,Divorced,Marketing,Manager,3.0,,42,1.0,1,9,2.0,,1,64,1.0,6.315959286,33,17,1,1,3,,3,0
32.0,Male,Divorced,Finance,Manager,4.0,12548.0,94,12.0,8,6,2.0,2.0,3,97,1.0,1.0,39,3,3,2,2,,1,0
41.0,Male,Married,Sales,Executive,3.0,12558.0,92,5.0,2,2,1.0,2.0,3,86,0.0,4.0,40,1,2,4,1,26.0,1,1
56.14632476,Male,Single,Finance,Analyst,2.0,9412.0,20,2.0,6,5,1.0,4.0,2,93,0.0,1.0,58,12,1,3,3,18.0,3,0
52.0,Female,Married,Finance,,2.0,11377.0,25,4.0,11,9,2.0,4.0,3,39,1.0,2.0,39,1,1,3,4,29.0,3,0
22.74644806,Female,Married,HR,Manager,4.0,11103.0,60,24.0,6,7,1.0,5.0,4,82,0.0,4.0,35,15,1,3,2,34.0,2,0
38.0,Male,Married,IT,Executive,4.0,6915.0,34,11.0,9,7,3.0,5.0,3,56,1.0,9.0,58,9,3,3,2,44.0,1,1
42.0,Female,Divorced,HR,Analyst,2.0,,50,22.0,6,3,4.0,5.0,1,32,1.0,1.0,46,8,3,4,3,,4,1
48.0,Female,Divorced,,Assistant,2.0,,30,18.61938539,10,7,1.0,1.0,1,97,,9.0,42,14,1,2,2,7.0,2,0
49.0,,Single,Finance,Manager,4.0,8865.0,84,19.19121004,6,7,1.0,1.0,3,79,0.0,8.0,33,17,2,2,2,44.0,4,0
58.0,Female,Single,IT,Manager,4.0,12851.0,86,18.0,13,0,4.0,4.0,3,33,,4.0,41,5,4,2,2,47.0,3,0
44.0,Female,Married,Sales,Assistant,4.0,3037.0,59,20.0,11,4,3.0,5.0,4,29,0.0,1.0,49,4,1,2,2,3.0,3,0
56.0,Male,Single,HR,Assistant,5.0,,62,15.0,1,6,2.0,5.0,1,23,0.0,4.0,31,7,3,2,1,42.0,4,0
27.0,Male,Married,Finance,,5.0,17429.0,18,21.0,7,7,4.0,4.0,1,95,1.0,5.0,57,10,1,4,2,27.0,1,0
35.0,Male,Single,Sales,Assistant,2.0,18592.0,62,28.0,14,8,2.0,1.0,4,35,1.0,8.0,53,3,2,2,3,23.0,2,1
27.0,Male,,,Analyst,5.0,13921.0,98,15.0,14,5,4.0,,2,15,,9.0,33,7,4,4,2,39.0,2,0
20.0,Male,Divorced,IT,Manager,1.0,9241.0,81,9.0,12,9,2.0,4.0,1,82,1.0,7.0,55,8,2,1,3,,2,0
24.0,Male,Married,Sales,Analyst,2.0,6454.0,42,23.0,6,4,2.0,2.0,2,57,1.0,5.0,41,14,3,4,2,22.0,2,0
22.0,Male,Divorced,IT,Manager,1.0,,44,8.0,13,7,3.0,3.0,3,2,0.0,6.0,56,16,2,4,2,1.0,1,0
23.0,Male,Single,Marketing,Executive,1.0,,35,27.0,8,1,,4.0,4,30,,2.0,49,2,1,2,4,4.0,2,1
59.0,Female,Single,IT,Analyst,3.0,16799.0,56,10.0,1,8,3.0,2.0,4,2,1.0,9.0,35,19,1,3,2,11.0,2,0
54.0,Female,Divorced,Finance,Assistant,1.0,6475.0,64,8.630684022,8,8,1.0,4.0,2,11,0.0,5.0,40,5,1,4,2,17.0,2,1
51.0,Male,Married,IT,Executive,3.0,9560.0,17,29.0,8,0,2.0,5.0,1,37,1.0,7.0,33,7,4,3,1,18.0,1,0
53.52850678,Female,Married,Finance,Manager,3.0,16062.0,79,11.0,1,8,4.0,2.0,1,45,1.0,2.0,46,5,3,3,2,38.0,1,1
44.0,Female,Single,IT,Analyst,2.0,,37,21.0,11,4,2.0,5.0,1,93,1.0,8.0,43,17,2,4,1,26.0,1,0
29.0,Female,Married,IT,Manager,4.0,10297.0,19,19.0,7,8,1.0,4.0,1,61,0.0,2.0,32,5,2,2,1,4.0,3,1
40.0,Male,Married,,Executive,4.0,17084.0,39,12.0,7,4,1.0,1.0,1,69,0.0,5.0,37,17,4,4,1,18.0,4,0
58.0,Female,Married,HR,Assistant,2.0,18169.0,49,7.0,7,9,2.0,5.0,3,76,1.0,4.0,31,0,2,2,1,47.0,4,0
46.1493115,Female,Divorced,,Assistant,3.0,,79,1.0,12,5,3.0,1.0,4,52,0.0,6.0,53,7,4,1,3,11.0,1,0
46.0,Male,Divorced,Marketing,Assistant,4.0,,93,3.0,13,8,,1.0,3,33,0.0,9.0,45,16,1,3,2,36.0,4,0
,,Married,HR,Manager,4.0,,53,23.0,13,6,,4.0,4,4,0.0,7.0,44,11,1,4,4,10.0,1,0
32.0,Female,Single,,Assistant,1.0,19909.0,32,13.0,3,3,2.0,4.0,3,85,0.0,4.0,35,0,1,3,2,9.0,4,1
28.0,Female,Married,Marketing,Assistant,5.0,,39,4.0,3,5,1.0,3.0,1,72,1.0,8.0,58,2,1,4,2,31.0,3,1
55.64657033,Female,,HR,,2.0,3462.0,15,23.0,11,7,2.0,5.0,2,32,1.0,9.0,54,16,1,1,2,27.0,2,1
41.36090144,Female,Divorced,HR,Manager,5.0,,76,26.0,8,4,2.0,1.0,2,26,1.0,5.0,31,5,2,3,1,,1,0
45.0,Male,Married,Marketing,Executive,3.0,8916.0,23,10.0,8,3,2.0,5.0,2,11,0.0,9.0,59,14,2,4,3,19.0,1,0
31.0,Female,Married,Finance,Assistant,1.0,,55,6.0,8,6,3.0,,2,17,,7.0,46,7,1,4,4,44.0,4,1
36.23149998,Male,Single,,Executive,4.0,15735.0,36,4.0,12,2,3.0,4.0,1,46,0.0,8.0,57,3,2,3,2,32.0,3,0
33.2691124,Female,Single,Finance,Analyst,1.0,15542.0,80,23.0,3,3,1.0,,2,41,,5.514087487,47,4,4,4,3,17.0,3,1
33.0,Male,Married,IT,Analyst,2.0,3302.0,59,8.0,4,6,,3.0,2,72,0.0,1.0,50,12,4,1,1,34.0,4,0
39.0,Male,Single,Sales,Analyst,1.0,14451.0,34,24.0,2,0,1.0,1.0,4,29,1.0,8.0,36,8,4,3,3,31.0,1,0
30.0,Female,Divorced,Sales,,1.0,3623.0,26,23.0,11,5,3.0,2.0,2,36,1.0,2.0,38,0,4,1,2,19.0,1,0
35.0,,Single,HR,Executive,1.0,,88,18.0,3,8,4.0,2.0,3,41,0.0,6.0,50,8,4,1,4,37.0,3,0
25.0,Female,Divorced,,Manager,3.0,,46,5.0,3,2,1.0,2.0,3,26,1.0,5.0,53,14,3,4,2,30.0,2,1
38.0,Female,Divorced,Finance,Analyst,4.0,7775.0,76,14.0,4,3,1.0,5.0,3,22,1.0,9.0,53,18,2,2,1,34.0,4,0
56.0,Male,Divorced,Finance,Executive,1.0,,19,,7,9,3.0,4.0,1,69,1.0,1.0,45,8,1,4,4,11.0,1,0
23.0,Male,Divorced,Marketing,,4.0,3287.0,58,22.0,3,1,4.0,3.0,4,94,0.0,5.0,50,8,3,4,1,,4,0
23.0,Male,Married,HR,Manager,4.0,,43,15.0,1,2,2.0,3.0,4,77,1.0,1.556809745,34,15,1,4,3,22.0,2,0
39.0,,Divorced,HR,Manager,2.0,10955.0,47,20.0,13,4,3.0,5.0,3,26,1.0,4.0,47,15,4,1,3,28.0,3,0
29.0,Female,Single,HR,Assistant,5.0,4143.0,27,25.0,14,5,4.0,4.0,2,16,0.0,4.0,49,11,2,2,3,31.0,2,0
43.0,,Single,HR,Analyst,5.0,9544.0,64,17.0,1,1,2.0,4.0,1,5,0.0,4.0,41,6,3,3,3,33.0,1,0
45.0,Female,Married,Marketing,Executive,2.0,18882.0,89,27.0,1,5,3.0,3.0,3,82,0.0,9.0,49,15,1,4,1,20.0,4,1
56.0,Male,Divorced,IT,Assistant,4.0,16196.0,42,21.0,6,0,3.0,3.0,3,9,0.0,8.0,59,14,2,3,4,2.0,2,0
57.0,Male,Single,IT,Executive,4.0,11849.0,32,,4,1,,3.0,3,44,1.0,5.0,52,6,4,4,4,3.0,4,0
40.0,Female,Single,IT,Analyst,3.0,10713.0,87,13.0,5,3,2.0,1.0,2,55,1.0,9.0,56,5,2,2,2,29.0,4,0
59.0,,Single,Sales,,5.0,16909.0,80,15.0,6,0,4.0,3.0,2,30,1.0,9.0,40,15,4,3,4,10.0,1,0
58.0,,Divorced,Marketing,Assistant,4.0,11870.0,60,9.0,2,4,4.0,1.0,1,90,0.0,6.0,51,18,4,2,1,14.0,3,0
40.0,Female,Single,Marketing,Assistant,3.0,5744.0,31,17.0,1,2,4.0,5.0,1,39,0.0,5.0,58,18,3,1,4,8.0,3,0
29.0,Male,Divorced,Sales,Assistant,5.0,,47,3.0,13,9,4.0,1.0,3,2,1.0,2.0,58,18,2,1,4,37.0,3,1
57.0,Male,Divorced,HR,Analyst,3.0,17689.0,47,9.0,10,0,2.0,1.0,4,46,0.0,9.0,52,8,1,4,1,39.0,2,0
23.0,Male,Divorced,Finance,Manager,3.0,8002.0,98,28.0,12,3,1.0,4.0,4,91,1.0,1.0,40,12,4,4,1,2.0,1,0
39.0,Female,,HR,Manager,2.0,6966.0,44,23.0,12,0,4.0,2.0,2,23,,8.0,40,2,1,1,1,14.0,4,1
36.0,Male,Married,IT,Manager,1.0,16766.0,36,21.0,2,1,2.0,4.0,2,10,1.0,3.0,40,10,3,2,1,42.0,2,0
26.0,Male,Divorced,HR,,1.0,9335.0,67,11.0,14,9,2.0,3.0,3,74,0.0,5.0,37,15,1,2,2,,1,0
23.0,Female,Divorced,Sales,Assistant,1.0,11784.0,60,22.0,6,6,4.0,4.0,4,30,1.0,5.0,45,3,2,4,2,26.0,4,0
48.0,Male,Married,IT,Analyst,3.0,19203.0,58,,13,0,2.0,2.0,1,46,0.0,7.0,45,9,4,3,2,40.0,4,0
33.0,Female,Married,Finance,Manager,4.0,16185.0,89,21.0,10,5,3.0,1.0,4,77,0.0,4.0,47,11,3,2,2,,3,0
22.0,Female,Divorced,IT,Manager,1.0,,48,24.0,9,3,4.0,1.0,4,42,1.0,1.0,54,3,4,4,2,27.0,4,0
43.0,Female,Married,,Executive,4.0,7911.0,42,5.0,8,5,2.0,5.0,3,10,0.0,1.0,47,15,2,1,2,21.0,1,0
56.0,Male,Single,Marketing,Executive,5.0,13806.0,49,26.0,10,4,3.0,5.0,1,55,1.0,4.0,48,15,4,3,1,30.0,1,0
35.0,Male,Divorced,Marketing,Manager,1.0,7207.0,82,18.24194072,11,5,3.0,2.0,2,5,0.0,2.0,54,2,4,1,1,14.0,4,0
23.0,Female,,Marketing,Assistant,3.0,7766.0,23,24.0,1,4,3.0,2.0,3,0,0.0,2.0,57,9,1,4,1,5.0,4,0
43.0,Female,Married,IT,Assistant,2.0,,36,12.0,5,1,3.0,4.0,1,75,0.0,2.0,48,16,3,1,3,15.0,4,0
53.0,Female,Single,Marketing,Executive,3.0,6048.0,75,19.0,7,9,2.0,2.0,1,1,1.0,4.0,48,4,1,1,4,12.0,2,0
49.0,Male,Married,Sales,Executive,4.0,11813.0,99,5.0,8,3,,4.0,1,35,0.0,1.0,41,9,2,3,1,11.0,1,0
37.0,Female,Single,Finance,Assistant,5.0,16377.0,39,29.0,7,6,2.0,5.0,4,72,1.0,5.0,54,11,3,4,1,13.0,3,0
38.17808245,Female,Single,Marketing,Executive,3.0,,95,12.0,1,3,4.0,4.0,4,79,1.0,8.0,36,12,1,2,1,12.0,3,0
50.0,Female,Divorced,Sales,Executive,2.0,10667.0,93,27.0,12,4,4.0,4.0,4,40,1.0,2.302906181,45,6,1,3,4,19.0,2,0
38.0,Male,Single,Sales,,2.0,10903.0,55,6.0,4,1,,5.0,3,97,1.0,1.0,56,17,4,3,3,42.0,2,1
38.0,,Divorced,IT,Assistant,5.0,9725.0,21,17.0,4,2,,3.0,3,64,0.0,5.317931542,30,18,3,1,4,35.0,1,0
41.0,Male,Single,IT,Analyst,1.0,7464.0,73,14.0,9,4,3.0,2.0,2,32,0.0,2.0,39,16,4,1,1,46.0,2,0
43.0,Male,Divorced,Finance,Executive,3.0,4845.0,86,3.0,12,3,1.0,1.0,1,65,0.0,4.0,42,9,3,3,3,49.0,3,0
31.0,Female,Single,Finance,Executive,3.0,15429.0,81,1.0,6,2,1.0,,3,92,0.0,4.0,44,16,3,1,3,38.0,1,0
49.0,,Married,HR,Analyst,2.0,11205.0,47,23.0,6,1,1.0,4.0,3,72,,3.0,47,9,4,4,4,31.0,3,0
57.0,,Single,Finance,Executive,4.0,5758.0,95,13.0,5,8,,1.0,2,7,0.0,6.0,34,4,2,2,1,43.0,2,1
50.0,Male,Married,IT,Executive,3.0,,79,18.0,5,1,1.0,2.0,1,91,0.0,2.179682969,48,14,2,2,4,28.0,1,0
55.0,Male,Single,Sales,Manager,2.0,18162.0,74,10.21964895,9,8,3.0,1.0,4,2,0.0,1.0,36,8,1,4,2,7.0,1,0
38.0,Male,Single,HR,,4.0,6404.0,95,23.0,2,3,2.0,1.0,3,43,,1.0,47,7,1,2,4,16.0,3,1
55.0,Female,Divorced,Finance,Manager,1.0,19766.0,72,28.0,10,9,1.0,2.0,4,10,0.0,7.0,31,10,1,2,4,49.0,4,0
49.0,Male,Single,Sales,Analyst,1.0,,58,19.21235935,5,8,,4.0,3,0,0.0,5.0,43,19,4,3,2,2.0,4,0
52.0,Female,Single,IT,Executive,2.0,12481.0,62,19.0,1,8,4.0,4.0,3,47,,5.0,49,19,2,1,4,32.0,3,0
37.0,Female,Single,Marketing,Analyst,2.0,,51,17.0,5,9,4.0,3.0,3,69,0.0,9.0,51,2,2,2,4,6.0,2,0
47.0,Female,,HR,,1.0,16968.0,39,7.0,4,4,2.0,4.0,2,41,0.0,7.0,37,3,3,1,4,49.0,1,0
,Male,Divorced,Sales,Executive,2.0,,39,28.0,4,6,1.0,3.0,2,76,1.0,9.0,42,9,1,4,2,23.0,4,0
52.0,Male,Divorced,IT,,5.0,,71,8.0,13,3,1.0,5.0,1,44,0.0,5.0,37,4,2,1,2,,2,0
36.0,Male,Single,IT,,3.0,,27,16.0,4,9,,2.0,2,90,,9.0,50,14,2,3,3,14.0,4,0
25.0,Female,Single,HR,Executive,5.0,,91,16.0,3,3,1.0,3.0,1,86,0.0,6.0,32,1,2,3,3,16.0,2,1
23.0,Male,,,Assistant,4.0,,26,,6,0,1.0,2.0,1,33,0.0,1.0,41,11,1,2,3,13.0,1,0
39.0,Male,Single,Finance,Manager,2.0,,77,16.0,3,9,3.0,,3,31,,8.0,33,10,4,2,1,5.0,4,0
46.75944866,Female,Divorced,Finance,Executive,2.0,7174.0,76,20.0,6,8,2.0,2.0,3,60,1.0,8.485833665,42,19,4,4,1,48.0,3,0
34.0,Female,Divorced,HR,Analyst,4.0,6104.0,98,9.0,6,9,2.0,2.0,3,92,0.0,7.0,41,19,2,4,4,10.0,4,0
33.0,Female,Married,Sales,Analyst,1.0,12905.0,69,,10,8,3.0,1.0,3,77,0.0,6.229599591,48,19,1,3,2,43.0,2,0
30.0,Male,Divorced,Finance,Assistant,5.0,15063.0,89,10.0,2,0,2.0,4.0,3,77,1.0,5.0,45,5,2,3,3,15.0,4,1
58.0,Female,,IT,Executive,3.0,18814.0,56,21.0,9,1,,3.0,2,96,1.0,1.0,45,1,1,1,4,41.0,3,0
45.0,Male,Single,Finance,Executive,1.0,4538.0,94,22.0,8,7,2.0,2.0,2,61,0.0,6.0,52,15,2,1,3,6.0,2,0
35.0,Female,Married,HR,,2.0,13804.0,52,9.0,14,0,3.0,2.0,4,34,0.0,7.0,58,8,1,1,4,20.0,3,1
24.0,Female,Divorced,HR,Manager,4.0,16225.0,95,25.0,13,9,,3.0,2,10,,1.0,41,19,2,4,1,,3,0
29.0,Female,Married,Finance,,2.0,15861.0,19,,7,4,4.0,3.0,2,13,1.0,8.0,41,18,4,3,3,43.0,1,1
32.0,Female,Married,,Manager,2.0,3846.0,62,28.0,8,4,4.0,3.0,1,25,0.0,5.0,44,12,4,4,3,10.0,3,0
49.0,Female,Married,Finance,Manager,5.0,18211.0,49,18.0,9,5,,1.0,3,89,1.0,3.0,40,18,4,2,4,29.0,4,0
25.0,Male,Married,Marketing,Executive,2.0,17582.0,62,12.0,8,6,2.0,4.0,2,39,0.0,5.0,55,13,1,4,3,16.0,2,0
36.0,Male,Single,Finance,Analyst,5.0,,28,26.0,13,9,1.0,1.0,1,33,1.0,5.0,57,17,1,1,2,7.0,1,0
38.89781538,,Single,HR,Assistant,3.0,9911.0,68,10.0,3,5,,2.0,1,78,1.0,9.0,44,15,1,4,3,42.0,1,0
54.0,Female,Divorced,HR,Executive,3.0,12775.0,40,17.0,10,2,1.0,5.0,3,91,0.0,9.0,47,7,4,3,3,18.0,4,0
45.0,Female,Married,,Executive,2.0,15912.0,57,12.0,1,5,2.0,2.0,1,94,,8.0,31,10,3,2,4,31.0,2,0
24.0,Male,Single,IT,Manager,3.0,12478.0,56,2.0,11,8,3.0,1.0,1,65,0.0,7.0,44,14,2,1,4,29.0,1,0
,Female,Married,HR,Executive,1.0,3057.0,32,14.0,6,5,,2.0,1,21,0.0,7.0,32,0,2,2,3,37.0,2,0
56.0,Male,Divorced,HR,Executive,5.0,12876.0,69,6.0,12,5,4.0,4.0,2,40,1.0,6.0,52,14,1,4,4,2.0,3,1
39.0,Male,Single,,Assistant,4.0,9869.0,64,11.0,14,4,3.0,4.0,2,58,1.0,5.0,49,16,3,4,3,20.0,4,1
40.0,Female,Divorced,Marketing,Executive,5.0,19171.0,35,14.0,3,0,1.0,5.0,2,98,1.0,3.0,57,5,1,2,1,,3,0
29.0,Female,Single,Marketing,Manager,2.0,4304.0,48,23.0,3,4,,5.0,4,81,0.0,4.0,39,13,1,1,2,7.0,3,0
24.0,Male,Married,HR,,3.0,9003.0,54,14.0,6,0,4.0,4.0,4,31,0.0,6.0,57,15,1,2,3,46.0,4,0
55.0,Female,Divorced,HR,Executive,3.0,19796.0,44,6.0,10,7,2.0,4.0,3,34,1.0,7.0,51,0,1,2,4,26.0,1,1
25.0,Female,Single,HR,Manager,1.0,,84,,12,0,3.0,2.0,4,69,1.0,2.0,56,9,2,1,1,37.0,3,0
45.0,Male,Single,Finance,Assistant,3.0,,39,17.0,9,7,2.0,4.0,3,3,0.0,3.831579202,49,18,2,4,2,14.0,4,0
23.0,Female,Married,,Executive,2.0,3739.0,83,17.0,14,3,2.0,1.0,4,93,1.0,7.0,41,14,1,1,2,22.0,3,1
58.0,Male,Divorced,Finance,,2.0,18783.0,43,17.0,5,2,3.0,2.0,3,75,1.0,7.0,45,17,3,3,2,42.0,3,0
58.0,Female,Divorced,,Assistant,4.0,10585.0,81,10.0,1,3,,3.0,2,7,0.0,8.0,33,6,2,2,2,48.0,3,0
54.0,Male,Divorced,IT,Manager,5.0,16753.0,71,10.0,10,1,1.0,5.0,1,52,0.0,9.0,40,17,4,4,4,15.0,4,0
20.0,Male,Married,Marketing,Assistant,5.0,8621.0,61,14.0,7,2,4.0,5.0,1,84,0.0,9.0,31,17,1,1,1,41.0,1,0
,Female,Single,Finance,Executive,5.0,15367.0,31,1.567335946,14,3,1.0,5.0,3,30,1.0,1.0,43,0,2,4,4,20.0,3,0
55.0,,Single,Sales,Analyst,4.0,,63,2.583362621,9,8,3.0,2.0,3,21,,1.0,39,6,3,1,2,26.0,4,1
25.0,Male,Divorced,IT,Assistant,4.0,3827.0,64,18.0,10,9,3.0,4.0,2,13,1.0,6.0,49,19,2,1,1,48.0,4,1
50.0,Female,Single,HR,Executive,4.0,18089.0,98,,2,1,3.0,1.0,4,72,1.0,1.0,51,4,3,4,4,42.0,3,0
39.0,Female,Divorced,Marketing,Assistant,1.0,12809.0,19,3.0,9,2,3.0,,3,32,0.0,9.0,52,11,1,4,3,21.0,4,0
43.0,Female,Married,IT,Analyst,4.0,16355.0,27,4.0,5,3,2.0,5.0,2,15,0.0,1.0,32,9,1,2,4,31.0,4,0
44.0,Male,Married,Sales,Manager,3.0,12876.0,77,5.0,13,2,2.0,,4,17,0.0,5.0,49,6,2,4,1,46.0,4,0
55.0,Male,Married,IT,Analyst,1.0,16947.0,53,20.0,1,2,,1.0,3,15,1.0,1.0,37,6,1,3,4,33.0,3,0
40.0,Male,Divorced,Marketing,Analyst,3.0,8632.0,82,3.0,4,8,3.0,4.0,1,29,1.0,5.0,52,18,2,4,2,40.0,3,1
49.0,Female,Single,Finance,Manager,5.0,,59,3.0,8,4,3.0,3.0,4,11,0.0,4.0,56,11,1,4,4,,3,0
43.0,Male,Married,HR,Analyst,2.0,,31,4.0,3,8,2.0,5.0,1,13,1.0,6.0,32,8,4,1,2,45.0,3,0
41.0,Female,Divorced,,Assistant,4.0,8523.0,94,7.0,2,9,1.0,2.0,1,84,0.0,9.0,43,13,4,3,2,33.0,2,0
47.0,Male,Married,Marketing,Analyst,2.0,12438.0,73,4.0,5,7,4.0,5.0,1,5,1.0,5.0,30,11,4,3,4,23.0,3,1
26.0,Female,Married,Finance,Assistant,5.0,,22,24.0,14,0,,2.0,4,23,1.0,8.0,46,14,4,3,2,21.0,1,1
54.0,Female,Married,Finance,Assistant,1.0,18821.0,44,15.32661333,12,7,4.0,4.0,1,12,1.0,6.0,42,14,1,3,1,39.0,4,0
29.0,Male,Divorced,Sales,Manager,2.0,,65,8.0,3,2,1.0,5.0,3,80,1.0,8.0,59,1,4,4,1,7.0,3,0
35.0,Male,Married,Finance,Manager,3.0,7532.0,38,6.0,7,8,1.0,1.0,4,73,1.0,6.0,35,8,3,4,2,20.0,3,0
35.0,Female,,IT,Assistant,5.0,13369.0,94,,13,7,1.0,5.0,4,76,1.0,9.0,54,3,2,4,4,1.0,4,0
50.0,Female,Single,HR,Executive,1.0,3440.0,78,16.0,6,6,2.0,1.0,2,96,0.0,4.0,55,17,4,2,1,16.0,4,0
32.0,Male,Divorced,Marketing,Manager,5.0,4268.0,88,1.0,14,6,2.0,4.0,1,68,0.0,1.0,58,12,3,3,4,24.0,1,0
,Male,Married,Marketing,Analyst,3.0,9864.0,85,14.0,7,1,,3.0,1,96,0.0,3.0,59,19,4,1,4,45.0,4,0
,Male,Single,Sales,Executive,4.0,17565.0,63,13.0,10,1,3.0,,1,97,0.0,5.0,52,10,3,2,2,34.0,1,0
